,PDB ID,Antigen Name,Organism,PDB Name,All PDB ID,Length,Set,Sample weight
973,5t5n_B,bestrophin-1 (best1),gallus gallus,calcium-activated chloride channel bestrophin-1 (best1)  triple mutant: i76a  f80a  f84a; in complex with an fab antibody fragment  chloride  and calcium,5t5n_B,366,Fold 1,0.1
974,2kh2_A,interleukin-1 beta,homo sapiens,solution structure of a scfv-il-1b complex,2kh2_A,153,Fold 1,0.00308641975308642
975,5d71_A,granulocyte-macrophage colony-stimulating factor,homo sapiens,crystal structure of mor04302  a neutralizing anti-human gm-csf antibody fab fragment in complex with human gm-csf,5d71_A,114,Fold 1,0.020000000000000004
976,7jw0_B,sars-cov-2 spike glycoprotein,severe acute respiratory syndrome coronavirus2 ,sars-cov-2 spike in complex with the s304 neutralizing antibody fab fragment,7jw0_B,1007,Fold 1,0.0028490028490028487
977,7czz_A,spike glycoprotein,severe acute respiratory syndrome coronavirus2 ,s protein of sars-cov-2 in complex bound with p5a-2f11_3b,7czz_A,1006,Fold 1,0.000496031746031746
978,6q23_D,neuraminidase,influenza a virus (a/california/04/2009 (h1n1),crystal structure of human 1g01 fab in complex with influenza virus neuraminidase from a/california/04/2009 (h1n1),6q23_D,384,Fold 1,0.25
979,6vmk_I,unknown,homo sapiens,crystal structure of human complement factor d with anti-factor d fab 20d12,6vmk_I,228,Fold 1,0.022727272727272728
980,6wwz_AB,guanine nucleotide-binding protein g(o) subunit alpha guanine nucleotide-binding protein g(o) subunit alpha  | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 ,homo sapiens | rattus norvegicus,cryo-em structure of the human chemokine receptor ccr6 in complex with ccl20 and a go protein,6wwz_AB,548,Fold 1,0.25
981,6mei_C,e2 glycoprotein,hepacivirus c,crystal structure of broadly neutralizing antibody hepc3 in complex with hepatitis c virus envelope glycoprotein e2 ectodomain,6mei_C,238,Fold 1,0.3333333333333333
982,6qno_ABG,guanine nucleotide-binding protein g(i) subunit alpha-1 | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1  | guanine nucleotide-binding protein g(t) subunit gamma-t1,homo sapiens | bos taurus | bos taurus,rhodopsin-gi protein complex,6qno_ABG,560,Fold 1,1.0
983,7lcn_C,spike glycoprotein,severe acute respiratory syndrome coronavirus2 ,structure of sars-cov-2 s protein in complex with n-terminal domain antibody dh1050.1,7lcn_C,993,Fold 1,0.16666666666666666
984,2kh2_A,interleukin-1 beta,homo sapiens,solution structure of a scfv-il-1b complex,2kh2_A,153,Fold 1,0.00308641975308642
985,6wer_A,non-structural protein 1,dengue virus 2,denv2 ns1 in complex with neutralizing 2b7 fab fragment,6wer_A,322,Fold 1,0.08333333333333333
986,5d70_A,granulocyte-macrophage colony-stimulating factor,homo sapiens,crystal structure of mor03929  a neutralizing anti-human gm-csf antibody fab fragment in complex with human gm-csf,5d70_A,115,Fold 1,0.020000000000000004
987,4zfg_A,angiopoietin-2,homo sapiens,dual-specificity fab 5a12 in complex with angiopoietin 2,4zfg_A,220,Fold 1,1.0
988,4rdq_A,bestrophin-1,gallus gallus,calcium-activated chloride channel bestrophin-1  from chicken  in complex with fab antibody fragments  chloride and calcium,4rdq_A,366,Fold 1,0.1
989,6d6u_D,gamma-aminobutyric acid receptor subunit alpha-1 gamma-aminobutyric acid receptor subunit alpha-1 ,homo sapiens,human gaba-a receptor alpha1-beta2-gamma2 subtype in complex with gaba and flumazenil  conformation a,6d6u_D,338,Fold 1,0.05
990,7d3m_13,o/tibet/99 vp1 | o/tibet/99 vp3,foot-and-mouth disease virus | foot-and-mouth disease virus,foot and mouth disease virus o/tibet/99-bound the single chain fragmen antibody r50,7d3m_13,402,Fold 2,0.5
991,7d3r_13,a/wh/cha/09 vp1 | a/wh/cha/09 vp3,foot-and-mouth disease virus | foot-and-mouth disease virus,foot and mouth disease virus a/wh/cha/09-bound the single chain fragme antibody r50,7d3r_13,406,Fold 2,0.5
992,6qb3_A,induced myeloid leukemia cell differentiation protein mcl-1 ,homo sapiens,apo mcl1 in a complex with a scfv,6qb3_A,142,Fold 2,0.16666666666666666
993,7dc8_C,interleukin-6 receptor subunit alpha,homo sapiens,crystal structure of switch ab fab and hil6r in complex with atp,7dc8_C,186,Fold 2,0.5
994,4f9p_B,butyrophilin subfamily 3 member a1,homo sapiens,crystal structure of the human btn3a1 ectodomain in complex with the 103.2 single chain antibody,4f9p_B,208,Fold 2,0.25
995,4hc1_B,mucosal addressin cell adhesion molecule 1,homo sapiens,crystal structure of a loop deleted mutant of human madcam-1 d1d2 complexed with fab 10g3,4hc1_B,198,Fold 2,0.25
996,4lmq_F,stromal cell-derived factor 1,homo sapiens,development and preclinical characterization of a humanized antibody targeting cxcl12,4lmq_F,58,Fold 2,0.5
997,6nip_Z,envelope protein e,zika virus (isolate zikv/human/frenchpolynesia/10087pf/2013) ,crystal structure of a human anti-zikv-denv neutralizing antibody mz1 in complex with zikv e glycoprotein,6nip_Z,399,Fold 2,0.018518518518518517
998,1vfb_C,hen egg white lysozyme,gallus gallus,bound water molecules and conformational stabilization help mediate an antigen-antibody association,1vfb_C,129,Fold 2,0.00026205450733752617
999,6nms_C,tyrosine-protein phosphatase non-receptor type substrate 1,homo sapiens,blocking fab 136 anti-sirp-alpha antibody in complex with sirp-alpha variant 1,6nms_C,117,Fold 2,0.0125
1000,4cad_F,ras and a-factor converting enzyme 1  rce1,methanococcus maripaludis,mechanism of farnesylated caax protein processing by the integral membrane protease rce1,4cad_F,250,Fold 2,0.25
1001,5lbs_A,envelope protein e,zika virus,structural basis of zika and dengue virus potent antibody cross- neutralization,5lbs_A,394,Fold 2,0.1111111111111111
1002,6h3t_B,envelopment polyprotein,bovine schmallenberg virus,schmallenberg virus glycoprotein gc head domain in complex with scfv 1c11,6h3t_B,232,Fold 2,0.25
1003,4i2x_F,signal-regulatory protein gamma,homo sapiens,crystal structure of signal regulatory protein gamma (sirp-gamma) in complex with fabox117,4i2x_F,296,Fold 2,0.25
1004,5cus_C,receptor tyrosine-protein kinase erbb-3,homo sapiens,crystal structure of serbb3-fab3379 complex,5cus_C,539,Fold 2,0.0625
1005,5xmh_A,immunoglobulin gamma-1 heavy chain,homo sapiens,crystal structure of an igm rheumatoid factor yes8c in complex with igg1 fc,5xmh_A,208,Fold 2,0.0625
1006,1yqv_Y,hen egg white lysozyme,gallus gallus,the crystal structure of the antibody fab hyhel5 complex with lysozyme at 1.7a resolution,1yqv_Y,129,Fold 2,0.00026205450733752617
1007,6m38_A,sodium-dependent dopamine transporter,drosophila melanogaster,x-ray structure of a drosophila dopamine transporter with subsiteb mutations (d121g/s426m) in s-duloxetine bound form,6m38_A,534,Fold 2,0.05555555555555555
1008,5ebl_C,ph-gated potassium channel kcsa,streptomyces lividans,kcsa t75g in the conductive state,5ebl_C,103,Fold 2,0.011904761904761904
1009,5mev_A,induced myeloid leukemia cell differentiation protein mcl-1homolog induced myeloid leukemia cell differentiation protein mcl-1 ,"mus musculus, homo sapiens",mcl1 fab complex in complex with compound 21,5mev_A,151,Fold 2,0.16666666666666666
1010,5ebw_C,ph-gated potassium channel kcsa,streptomyces lividans,kcsa with g77ester mutation,5ebw_C,101,Fold 2,0.011904761904761904
1011,6njn_A,glutamate receptor 1,rattus norvegicus,structure of a complex,6njn_A,785,Fold 2,0.16666666666666666
1012,4f9l_A,butyrophilin subfamily 3 member a1,homo sapiens,crystal structure of the human btn3a1 ectodomain in complex with the 20.1 single chain antibody,4f9l_A,214,Fold 2,0.125
1013,3rvw_A,peptidase 1,dermatophagoides pteronyssinus,crystal structure of der p 1 complexed with fab 4c1,3rvw_A,222,Fold 2,0.125
1014,5vjq_J,lysozyme,anas platyrhynchos,complex between hyhel10 fab fragment heavy chain mutant (i29f  s52t  y53f) and pekin duck egg lysozyme isoform i (del-i),5vjq_J,129,Fold 2,0.04166666666666666
1015,4hj0_B,gastric inhibitory polypeptide receptor,homo sapiens,crystal structure of the human gipr ecd in complex with gipg013 fab at 3-a resolution,4hj0_B,91,Fold 2,0.125
1016,5nh3_B,activin receptor type-2a,homo sapiens,crystal structure of the activin receptor type-2a ligand binding domain in complex with bimagrumab fv,5nh3_B,95,Fold 2,0.5
1017,4xph_A,transporter,drosophila melanogaster,x-ray structure of drosophila dopamine transporter with subsiteb mutations (d121g/s426m) bound to 3 4dichlorophenethylamine,4xph_A,534,Fold 2,0.05555555555555555
1018,6bit_G,tyrosine-protein phosphatase non-receptor type substrate 1,homo sapiens,sirpalpha antibody complex,6bit_G,115,Fold 2,0.125
1019,3stz_C,voltage-gated potassium channel,streptomyces lividans,kcsa potassium channel mutant y82c with nitroxide spin label,3stz_C,102,Fold 2,0.011904761904761904
1020,3stl_C,voltage-gated potassium channel,streptomyces lividans,kcsa potassium channel mutant y82c with cadmium bound,3stl_C,103,Fold 2,0.011904761904761904
1021,5u8q_A,insulin-like growth factor 1 receptor,homo sapiens,structure of the ectodomain of the human type 1 insulin-like growth factor receptor in complex with igf-i,5u8q_A,801,Fold 2,0.5
1022,1ic5_Y,lysozyme c,gallus gallus,crystal structure of hyhel-10 fv mutant(hd99a)-hen lysozyme complex,1ic5_Y,129,Fold 2,0.00026205450733752617
1023,6ye3_F,interleukin-2,homo sapiens,il-2 in complex with a fab fragment from ufka-20,6ye3_F,130,Fold 2,0.08333333333333333
1024,1g7i_C,lysozyme c,gallus gallus,crystal structure of hen egg white lysozyme (hel) complexed with the mutant anti-hel monoclonal antibody d1.3 (vlw92f),1g7i_C,129,Fold 2,0.00026205450733752617
1025,1ezv_E,ubiquinol-cytochrome c reductase iron-sulfursubunit ,saccharomyces cerevisiae,structure of the yeast cytochrome bc1 complex co- crystallized with an antibody fv-fragment,1ezv_E,185,Fold 2,0.09090909090909093
1026,7cn2_E,major capsid protein l1,human papillomavirus type 16,subparticle refinement of human papillomavirus type 16 pesudovirus in complex with h16.001 fab,7cn2_E,478,Fold 2,0.05555555555555555
1027,1j5o_B,reverse transcriptase,human immunodeficiency virus 1,crystal structure of met184ile mutant of hiv-1 reverse transcriptase in complex with double stranded dna template- primer,1j5o_B,430,Fold 2,0.3333333333333333
1028,4wfe_B,potassium channel subfamily k member 4,homo sapiens,human traak k+ channel in a k+ bound conductive conformation,4wfe_B,255,Fold 2,0.05
1029,6yye_A,triggering receptor expressed on myeloid cells 2,homo sapiens,trem2 extracellular domain (19-131) in complex with single-chain variable fragment (scfv-2),6yye_A,112,Fold 2,0.16666666666666666
1030,6a77_A,roundabout homolog 1,homo sapiens,crystal structure of the fifth immunoglobulin domain (ig5) of human robo1 in complex with the fab fragment of murine monoclonal antibody b5209b,6a77_A,91,Fold 2,0.2
1031,6vvu_B,tryptase alpha/beta-1,homo sapiens,anti-tryptase fab e104.v1 bound to tryptase,6vvu_B,244,Fold 2,0.25
1032,5dmi_A,tumor necrosis factor receptor superfamily member 5,homo sapiens,structure of the extracellular domain of the cd40 in complex with chi220 fab,5dmi_A,98,Fold 2,0.0625
1033,6xlq_D,butyrophilin subfamily 3 member a1,homo sapiens,crystal structure of the human btn3a1 ectodomain in complex with the ctx-2026 fab,6xlq_D,210,Fold 2,0.0625
1034,4jqi_AV,beta-arrestin-1 | vasopressin v2 receptor phosphopeptide,rattus norvegicus | ,structure of active beta-arrestin1 bound to a g protein-coupled receptor phosphopeptide,4jqi_AV,366,Fold 2,1.0
1035,5e1a_C,ph-gated potassium channel kcsa,streptomyces lividans,structure of kcsa with l24c/r117c mutations,5e1a_C,102,Fold 2,0.023809523809523808
1036,1jhl_A,pheasant egg white lysozyme,phasianus colchicus,three-dimensional structure of a heteroclitic antigen- antibody cross-reaction complex,1jhl_A,129,Fold 2,0.125
1037,6w0e_C,ph-gated potassium channel kcsa,streptomyces lividans,open-gate kcsa soaked in 10 mm bacl2,6w0e_C,93,Fold 2,0.003968253968253968
1038,3h3b_B,receptor tyrosine-protein kinase erbb-2,homo sapiens,crystal structure of the single-chain fv (scfv) fragment of an anti- erbb2 antibody cha21 in complex with residues 1-192 of erbb2 extracellular domain,3h3b_B,189,Fold 2,0.1
1039,6ni2_B,beta-arrestin-1,bos taurus,stabilized beta-arrestin 1-v2t subcomplex of a gpcr-g protein-beta- arrestin mega-complex,6ni2_B,353,Fold 2,1.0
1040,6y9b_B,metalloreductase steap1,homo sapiens,cryo-em structure of trimeric human steap1 bound to three fab120.545 fragments,6y9b_B,244,Fold 2,0.3333333333333333
1041,5vcn_A,peptidase 1,dermatophagoides pteronyssinus,the crystal structure of der p 1 allergen complexed with fab fragment of mab 5h8,5vcn_A,222,Fold 2,0.025
1042,6att_A,receptor tyrosine-protein kinase erbb-2,homo sapiens,39s fab bound to her2 ecd,6att_A,567,Fold 2,0.1
1043,6dkj_D,gastric inhibitory polypeptide receptor,homo sapiens,human gipr ecd and fab complex,6dkj_D,106,Fold 2,0.125
1044,5aaw_L,dengue serotype 4 envelope protein domain 3,dengue virus,structure of a redesigned cross-reactive antibody to dengue virus with increased in vivo potency,5aaw_L,96,Fold 2,0.018518518518518517
1045,1s78_B,receptor protein-tyrosine kinase erbb-2,homo sapiens,insights into erbb signaling from the structure of the erbb2- pertuzumab complex,1s78_B,568,Fold 2,0.020000000000000004
1046,4m1g_AB,a33r | a33r,vaccinia virus | vaccinia virus,structure of murine igg2a a27d7-fab in complex with vaccinia antigen a33r at the resolution of 1.6 angstroms,4m1g_AB,163,Fold 2,1.0
1047,6kyz_A,genome polyprotein,human rhinovirus 14,hrv14 3c in complex with single chain antibody ydf,6kyz_A,180,Fold 2,0.25
1048,6by3_C,ph-gated potassium channel kcsa,streptomyces coelicolor,open and conductive conformation of kcsa-t75a mutant,6by3_C,96,Fold 2,0.06666666666666668
1049,3uaj_B,envelope protein,dengue virus 4,crystal structure of the envelope glycoprotein ectodomain from dengue virus serotype 4 in complex with the fab fragment of the chimpanzee monoclonal antibody 5h2,3uaj_B,371,Fold 2,0.16666666666666666
1050,5vl3_Q,b-cell receptor cd22,homo sapiens,cd22 d1-d3 in complex with therapeutic fab epratuzumab,5vl3_Q,303,Fold 2,0.25
1051,5cus_D,receptor tyrosine-protein kinase erbb-3,homo sapiens,crystal structure of serbb3-fab3379 complex,5cus_D,509,Fold 2,0.5
1052,6m2r_A,sodium-dependent dopamine transporter,drosophila melanogaster,x-ray structure of a functional drosophila dopamine transporter in l- norepinephrine bound form,6m2r_A,536,Fold 2,0.16666666666666666
1053,6pe9_V,tumor necrosis factor receptor superfamily member 5,homo sapiens,crystal structure of cd40 complexed to fab516,6pe9_V,78,Fold 2,0.25
1054,1kyo_E,ubiquinol-cytochrome c reductase iron-sulfursubunit ,saccharomyces cerevisiae,yeast cytochrome bc1 complex with bound substrate cytochrome c,1kyo_E,185,Fold 2,0.09090909090909093
1055,6jep_E,genome polyprotein,zika virus,structure of a neutralizing antibody bound to the zika envelope protein domain iii,6jep_E,101,Fold 2,0.007936507936507936
1056,6pv8_AB,fusion protein of neuronal acetylcholine receptor subunitalpha-3 and soluble cytochrome b562  | fusion protein of neuronal acetylcholine receptor subunitbeta-4 and soluble cytochrome b562 ,"homo sapiens, escherichia coli o11 | homo sapiens, escherichia coli o11",human alpha3beta4 nicotinic acetylcholine receptor in complex with at- 1001,6pv8_AB,775,Fold 2,0.25
1057,7dnh_AE,major capsid protein l1 | major capsid protein l1,human papillomavirus type 58 | human papillomavirus type 58,2-fold subparticles refinement of human papillomavirus type 58 pseudovirus in complexed with the fab fragment of 2h3,7dnh_AE,935,Fold 2,0.5
1058,3fb8_C,voltage-gated potassium channel,streptomyces lividans,kcsa potassium channel in the open-conductive state with 20 a opening at t112 in the presence of rb+ ion,3fb8_C,87,Fold 2,0.000992063492063492
1059,4ogy_A,plasma kallikrein,homo sapiens,crystal structure of fab dx-2930 in complex with human plasma kallikrein at 2.1 angstrom resolution,4ogy_A,239,Fold 2,0.3333333333333333
1060,2ibz_E,ubiquinol-cytochrome c reductase iron-sulfursubunit  mitochondrial precursor ,saccharomyces cerevisiae,yeast cytochrome bc1 complex with stigmatellin,2ibz_E,185,Fold 2,0.09090909090909093
1061,1dzb_X,turkey egg-white lysozyme c,meleagris gallopavo,crystal structure of phage library-derived single-chain fv fragment 1f9 in complex with turkey egg-white lysozyme,1dzb_X,129,Fold 2,0.04166666666666666
1062,3v4v_AB,integrin beta-7 | integrin alpha-4,homo sapiens | homo sapiens,crystal structure of a4b7 headpiece complexed with fab act-1 and ro0505376,3v4v_AB,957,Fold 2,0.16666666666666666
1063,6w0a_C,ph-gated potassium channel kcsa,streptomyces lividans,open-gate kcsa soaked in 1 mm bacl2,6w0a_C,93,Fold 2,0.003968253968253968
1064,6cyf_A,type iii secretion system protein,pseudomonas aeruginosa,pcrv fragment with bound fab,6cyf_A,127,Fold 2,0.16666666666666666
1065,3cx5_P,cytochrome b-c1 complex subunit rieske  mitochondrial,saccharomyces cerevisiae,structure of complex iii with bound cytochrome c in reduced state and definition of a minimal core interface for electron transfer.,3cx5_P,185,Fold 2,0.09090909090909093
1066,6plk_E,env,zika virus zikv/h.sapiens/frenchpolynesia/10087pf/2013 ,crystal structure of zikv-116 fab in complex with zikv envelope diii,6plk_E,103,Fold 2,0.007936507936507936
1067,5mes_A,induced myeloid leukemia cell differentiation protein mcl-1homolog induced myeloid leukemia cell differentiation protein mcl-1 ,"mus musculus, homo sapiens",mcl1 fab complex in complex with compound 29,5mes_A,151,Fold 2,0.16666666666666666
1068,1ic7_Y,lysozyme c,gallus gallus,crystal structure of hyhel-10 fv mutant(hd32a99a)-hen lysozyme complex,1ic7_Y,129,Fold 2,0.00026205450733752617
1069,6w0j_C,ph-gated potassium channel kcsa,streptomyces lividans,closed-gate kcsa incubated in bacl2/nacl,6w0j_C,103,Fold 2,0.000992063492063492
1070,5h37_B,structural protein e,zika virus,cryo-em structure of zika virus complexed with fab c10 at ph 8.0,5h37_B,494,Fold 2,0.027777777777777776
1071,2eks_C,lysozyme c,gallus gallus,crystal structure of humanized hyhel-10 fv-hen lysozyme complex,2eks_C,129,Fold 2,0.00026205450733752617
1072,2hmi_B,hisubunit of v-1 reverse transcriptase,human immunodeficiency virus 1,hiv-1 reverse transcriptase/fragment of fab 28/dna complex,2hmi_B,430,Fold 2,0.047619047619047616
1073,5tud_D,5-hydroxytryptamine receptor 2b soluble cytochrome b562chimera ,"homo sapiens, escherichia coli",structural insights into the extracellular recognition of the human serotonin 2b receptor by an antibody,5tud_D,371,Fold 2,0.5
1074,5j9p_C,ph-gated potassium channel kcsa,streptomyces lividans,kcsa in vitro,5j9p_C,96,Fold 2,0.003968253968253968
1075,4wfg_B,potassium channel subfamily k member 4,homo sapiens,human traak k+ channel in a tl+ bound conductive conformation,4wfg_B,255,Fold 2,0.05
1076,4dag_A,fusion glycoprotein f0,human metapneumovirus,structure of the human metapneumovirus fusion protein with neutralizing antibody identifies a pneumovirus antigenic site,4dag_A,383,Fold 2,0.5
1077,6hx4_B,alpha-1-antitrypsin,homo sapiens,fab fragment of a native monomer-selective antibody in complex with alpha-1-antitrypsin,6hx4_B,325,Fold 2,0.5
1078,6pwc_AR,beta-arrestin-1 | neurotensin receptor type 1,homo sapiens | homo sapiens,a complex structure of arrestin-2 bound to neurotensin receptor 1,6pwc_AR,673,Fold 2,1.0
1079,6k7o_R,leukocyte immunoglobulin-like receptor subfamily b member4 ,homo sapiens,complex structure of lilrb4 and h128-3 antibody,6k7o_R,94,Fold 2,0.25
1080,5tz2_C,leukocyte surface antigen cd47,homo sapiens,crystal structure of human cd47 ecd bound to fab of c47b222,5tz2_C,114,Fold 2,0.1111111111111111
1081,6kyz_D,genome polyprotein,human rhinovirus 14,hrv14 3c in complex with single chain antibody ydf,6kyz_D,176,Fold 2,0.25
1082,6y6c_B,triggering receptor expressed on myeloid cells 2,homo sapiens,trem2 extracellular domain (19-174) in complex with single-chain variable fragment (scfv-4),6y6c_B,118,Fold 2,0.16666666666666666
1083,6k7o_A,leukocyte immunoglobulin-like receptor subfamily b member4 ,homo sapiens,complex structure of lilrb4 and h128-3 antibody,6k7o_A,94,Fold 2,0.25
1084,5aaw_I,dengue serotype 4 envelope protein domain 3,dengue virus,structure of a redesigned cross-reactive antibody to dengue virus with increased in vivo potency,5aaw_I,96,Fold 2,0.018518518518518517
1085,5hbt_B,acetylcholine receptor subunit alpha 1,homo sapiens,complex structure of fab35 and human nachr alpha1,5hbt_B,212,Fold 2,0.5
1086,4ogx_A,plasma kallikrein,homo sapiens,crystal structure of fab dx-2930 in complex with human plasma kallikrein at 2.4 angstrom resolution,4ogx_A,236,Fold 2,0.3333333333333333
1087,4am0_T,envelope protein ,dengue virus,structure of dengue virus strain 4 diii in complex with fab 2h12,4am0_T,95,Fold 2,0.0625
1088,6pe8_T,tumor necrosis factor receptor superfamily member 5,homo sapiens,crystal structure of cd40/abbv-323 fab complex,6pe8_T,159,Fold 2,0.0625
1089,2dqd_Y,lysozyme c,gallus gallus,crystal structure of hyhel-10 fv mutant (hy50f) complexed with hen egg lysozyme,2dqd_Y,129,Fold 2,0.00026205450733752617
1090,6w09_G,e2 glycoprotein,chikungunya virus,human mabs broadly protect against infection of arthritiogenic alphaviruses by recognizing conserved elements of the mxr8 receptor binding domain,6w09_G,338,Fold 2,0.25
1091,2i9l_K,virion membrane protein m25,vaccinia virus,structure of fab 7d11 from a neutralizing antibody against the poxvirus l1 protein,2i9l_K,173,Fold 2,0.16666666666666666
1092,1g7l_C,lysozyme c,gallus gallus,crystal structure of hen egg white lysozyme (hel) complexed with the mutant anti-hel monoclonal antibody d1.3 (vlw92s),1g7l_C,129,Fold 2,0.00026205450733752617
1093,2atk_C,voltage-gated potassium channel,streptomyces lividans,structure of a mutant kcsa k+ channel,2atk_C,103,Fold 2,0.027777777777777776
1094,6w0i_C,ph-gated potassium channel kcsa,streptomyces lividans,closed-gate kcsa soaked in 10mm kcl/5mm bacl2,6w0i_C,103,Fold 2,0.000992063492063492
1095,6ww2_R,,,structure of human frizzled5 by fiducial-assisted cryo-em,6ww2_R,425,Fold 2,1.0
1096,6a78_B,roundabout homolog 1,homo sapiens,crystal structure of the fifth immunoglobulin domain (ig5) of human robo1 in complex with the scfv fragment of murine monoclonal antibody b5209b,6a78_B,90,Fold 2,0.2
1097,6pe9_IU,tumor necrosis factor receptor superfamily member 5,homo sapiens,crystal structure of cd40 complexed to fab516,6pe9_IU,216,Fold 2,1.0
1098,6niu_A,envelope protein e,zika virus (isolate zikv/human/frenchpolynesia/10087pf/2013) ,crystal structure of a human anti-zikv-denv neutralizing antibody mz4 in complex with zikv e glycoprotein,6niu_A,399,Fold 2,0.018518518518518517
1099,1mlc_E,hen egg white lysozyme,gallus gallus,monoclonal antibody fab d44.1 raised against chicken egg- white lysozyme complexed with lysozyme,1mlc_E,129,Fold 2,0.00026205450733752617
1100,3u9u_F,receptor tyrosine-protein kinase erbb-4,homo sapiens,crystal structure of extracellular domain of human erbb4/her4 in complex with the fab fragment of mab1479,3u9u_F,580,Fold 2,1.0
1101,5iwl_D,leukocyte surface antigen cd47,homo sapiens,cd47-diabody complex,5iwl_D,113,Fold 2,0.16666666666666666
1102,3u4e_J,v1v2 region of hiv-1 on 1fd6 scaffold,human immunodeficiency virus 1,crystal structure of pg9 fab in complex with v1v2 region from hiv-1 strain cap45,3u4e_J,109,Fold 2,0.1
1103,2hg5_C,kcsa channel,,cs+ complex of a k channel with an amide to ester substitution in the selectivity filter,2hg5_C,57,Fold 2,0.007936507936507936
1104,5aaw_E,dengue serotype 4 envelope protein domain 3,dengue virus,structure of a redesigned cross-reactive antibody to dengue virus with increased in vivo potency,5aaw_E,96,Fold 2,0.018518518518518517
1105,7bq5_A,envelope protein,zika virus,zikv se bound to mab z6,7bq5_A,390,Fold 2,0.05555555555555555
1106,5vke_C,ph-gated potassium channel kcsa,streptomyces lividans,open conformation of kcsa deep-inactivated,5vke_C,96,Fold 2,0.06666666666666668
1107,2i9l_J,virion membrane protein m25,vaccinia virus,structure of fab 7d11 from a neutralizing antibody against the poxvirus l1 protein,2i9l_J,173,Fold 2,0.16666666666666666
1108,6w0b_C,ph-gated potassium channel kcsa,streptomyces lividans,open-gate kcsa soaked in 2 mm bacl2,6w0b_C,93,Fold 2,0.003968253968253968
1109,4ttd_B,lysozyme c,gallus gallus,structure of a lysozyme antibody complex,4ttd_B,127,Fold 2,0.00026205450733752617
1110,6plk_F,env,zika virus zikv/h.sapiens/frenchpolynesia/10087pf/2013 ,crystal structure of zikv-116 fab in complex with zikv envelope diii,6plk_F,103,Fold 2,0.007936507936507936
1111,6glx_B,galectin-10,homo sapiens,structure of galectin-10 in complex with the fab fragment of a charcot-leyden crystal solubilizing antibody  4e8,6glx_B,137,Fold 2,0.125
1112,4cad_I,ras and a-factor converting enzyme 1  rce1,methanococcus maripaludis,mechanism of farnesylated caax protein processing by the integral membrane protease rce1,4cad_I,254,Fold 2,0.25
1113,5tzt_C,leukocyte surface antigen cd47,homo sapiens,crystal structure of human cd47 ecd bound to fab of c47b161,5tzt_C,110,Fold 2,0.1111111111111111
1114,7cn2_F,major capsid protein l1,human papillomavirus type 16,subparticle refinement of human papillomavirus type 16 pesudovirus in complex with h16.001 fab,7cn2_F,478,Fold 2,0.05555555555555555
1115,4u6h_E,protein l1,vaccinia virus,vaccinia l1/m12b9-fab complex,4u6h_E,166,Fold 2,0.16666666666666666
1116,1bgx_T,taq dna polymerase,thermus aquaticus,taq polymerase in complex with tp7  an inhibitory fab,1bgx_T,828,Fold 2,1.0
1117,4leo_C,receptor tyrosine-protein kinase erbb-3,homo sapiens,crystal structure of anti-her3 fab rg7116 in complex with the extracellular domains of human her3 (erbb3),4leo_C,601,Fold 2,0.0625
1118,5wi9_A,beta-klotho,homo sapiens,crystal structure of kl with an agonist fab,5wi9_A,425,Fold 2,0.5
1119,1fbi_X,guinea fowl lysozyme,numida meleagris,crystal structure of a cross-reaction complex between fab f9.13.7 and guinea-fowl lysozyme,1fbi_X,129,Fold 2,0.0625
1120,1c08_C,lysozyme,gallus gallus,crystal structure of hyhel-10 fv-hen lysozyme complex,1c08_C,129,Fold 2,0.00026205450733752617
1121,6w0d_C,ph-gated potassium channel kcsa,streptomyces lividans,open-gate kcsa soaked in 5 mm bacl2,6w0d_C,93,Fold 2,0.003968253968253968
1122,6pi7_A,tudor and kh domain-containing protein,homo sapiens,crystal structure of the tdrd2 extended tudor domain in complex with an antibody fragment and the piwil1 peptide,6pi7_A,193,Fold 2,0.5
1123,6ayz_A,histone chaperone asf1,saccharomyces cerevisiae (strain atcc 204508 /s288c) ,crystal structure of asf1-fab 12e complex,6ayz_A,149,Fold 2,0.03571428571428571
1124,6niu_Z,envelope protein e,zika virus (isolate zikv/human/frenchpolynesia/10087pf/2013) ,crystal structure of a human anti-zikv-denv neutralizing antibody mz4 in complex with zikv e glycoprotein,6niu_Z,399,Fold 2,0.018518518518518517
1125,5gzo_B,genome polyprotein,zika virus,structure of neutralizing antibody bound to zika envelope protein,5gzo_B,390,Fold 2,0.05555555555555555
1126,2h8p_C,kcsa channel,,structure of a k channel with an amide to ester substitution in the selectivity filter,2h8p_C,57,Fold 2,0.007936507936507936
1127,5vl3_R,b-cell receptor cd22,homo sapiens,cd22 d1-d3 in complex with therapeutic fab epratuzumab,5vl3_R,290,Fold 2,0.25
1128,6oge_A,receptor tyrosine-protein kinase erbb-2,homo sapiens,cryo-em structure of her2 extracellular domain-trastuzumab fab- pertuzumab fab complex,6oge_A,619,Fold 2,0.1
1129,1xgr_C,unknown protein,escherichia coli,structure for antibody hyhel-63 y33i mutant complexed with hen egg lysozyme,1xgr_C,129,Fold 2,0.00026205450733752617
1130,4bz2_A,envelope protein,dengue virus 4,structure of dengue virus ediii in complex with fab 2d73,4bz2_A,101,Fold 2,0.0625
